algo,seed,backbone,stage,rel_spread,eff_rank,cos_raw,n_cols_nonconst,n_cols_varying,relstd_ch_gain,relstd_sinr_embb,relstd_sinr_urllc,relstd_q_embb,relstd_urllc_backlog,relstd_viol_ewma,relstd_prev_alloc_lag2,relstd_prev_alloc
gnn-mappo_sage,56,sage,conv1_pre,0.07699071678076913,2.954641538536396,0.9926975430233052,,,,,,,,,,
gnn-mappo_sage,56,sage,conv1_act,0.0828704456355359,3.0406506008870022,0.9916045138702316,,,,,,,,,,
gnn-mappo_sage,56,sage,conv2,0.018866453784398236,2.9407407390579623,0.9995948550458381,,,,,,,,,,
gnn-mappo_sage,57,sage,input,0.377736101197148,2.7632878517108606,0.8365723964569645,6.0,6.0,0.056637930451150405,0.7680528498563456,1.0697727581023977,1.2535819519273677,0.8169704631386404,1.7917080332734585,0.0,0.0
gnn-mappo_sage,57,sage,conv1_pre,0.26446110213336854,2.6890196465028873,0.9134598496443447,,,,,,,,,,
gnn-mappo_sage,57,sage,conv1_act,0.27035202241284073,2.8092656408826486,0.9105945373040891,,,,,,,,,,
gnn-mappo_sage,57,sage,conv2,0.11648842769037426,2.8582422940850676,0.984109407754288,,,,,,,,,,
gnn-mappo_sage,58,sage,input,0.3766831693056776,3.413431722070818,0.8393296468198945,6.0,6.0,0.056637930451150405,0.9254085730306495,0.9254085730306495,1.225042851042373,1.2253857717780974,2.0,0.0,0.0
gnn-mappo_sage,58,sage,conv1_pre,0.2594962497501885,3.3927886426088603,0.9187230066240547,,,,,,,,,,
gnn-mappo_sage,58,sage,conv1_act,0.2411039298189003,3.3975211537370535,0.9300774618548999,,,,,,,,,,
gnn-mappo_sage,58,sage,conv2,0.18069035781923362,3.417483697400658,0.9607421870577862,,,,,,,,,,
gnn-mappo_sage,59,sage,input,0.11228934056414681,1.9811496826475667,0.9843601693582379,5.0,4.0,0.056637930451150405,1.2817286561601033,0.013079782590982506,2.0,0.002900662719274313,0.0,0.0,0.0
gnn-mappo_sage,59,sage,conv1_pre,0.08371296390580713,1.962622077117845,0.9915183982705275,,,,,,,,,,
gnn-mappo_sage,59,sage,conv1_act,0.0849254511752444,2.140214108991534,0.9911882667019081,,,,,,,,,,
gnn-mappo_sage,59,sage,conv2,0.020021691217684424,2.2090535415088404,0.9996320282085289,,,,,,,,,,
gnn-mappo_sage,60,sage,input,0.11288946475207946,2.0808616692360054,0.9841496897812894,6.0,5.0,0.056637930451150405,1.2817286561601033,0.013079782590982506,2.0,0.002900662719274313,0.029424036718587163,0.0,0.0
gnn-mappo_sage,60,sage,conv1_pre,0.06042780322443758,2.1397596418834373,0.9955930342031175,,,,,,,,,,
gnn-mappo_sage,60,sage,conv1_act,0.05556026302425789,2.1790576787237956,0.9962966751426526,,,,,,,,,,
gnn-mappo_sage,60,sage,conv2,0.012056899638825133,2.222581371814568,0.9998367321775291,,,,,,,,,,
gnn-mappo_sage,61,sage,input,0.3701367222610046,3.3979706475739255,0.844827070427861,6.0,6.0,0.056637930451150405,0.6767178422412677,1.1403731837767093,1.2251357989642293,1.2272272507423436,2.0,0.0,0.0
gnn-mappo_sage,61,sage,conv1_pre,0.27334831467827825,3.3938904532162653,0.912153170068622,,,,,,,,,,
gnn-mappo_sage,61,sage,conv1_act,0.29904842415820176,3.4214574466144447,0.8930767055056241,,,,,,,,,,
gnn-mappo_sage,61,sage,conv2,0.1085830024000403,3.061589041653621,0.9932741442886993,,,,,,,,,,
