algo,seed,arm,episode,mode_share_mean,unanimous_frac,all_actions_constant,action_spearman_mean,sinr_corr_mean,timely_throughput_mbps,embb_p5_mbps,path_agreement_gap
gnn-mappo_gat,45,greedy,6,1.0,1.0,1.0,,,0.0002026514995777966,1.9339,0.0
gnn-mappo_gat,45,greedy,7,1.0,1.0,1.0,,,0.0002043016479285881,1.93595,0.0
gnn-mappo_gat,45,greedy,8,1.0,1.0,1.0,,,0.0002092831396809962,1.9389,0.0
gnn-mappo_gat,45,greedy,9,1.0,1.0,1.0,,,0.0001954825702449882,1.934,0.0
gnn-mappo_gat,45,sampled,0,0.467,0.005,0.0,0.021035898957468956,0.46608281840355525,63.24216445436509,2.319099426269531e-06,0.0
gnn-mappo_gat,45,sampled,1,0.457,0.01,0.0,0.05670231397507688,0.29973305143054774,71.07789892834899,4.8662611961364745e-06,0.0
gnn-mappo_gat,45,sampled,2,0.44900000000000007,0.0,0.0,-0.02163718701399939,0.09022748370177383,74.11460304559063,2.7269222378730773e-06,0.0
gnn-mappo_gat,45,sampled,3,0.44800000000000006,0.01,0.0,0.016373514090806424,0.38111143150828597,73.33969378172985,2.8946310400962832e-06,0.0
gnn-mappo_gat,45,sampled,4,0.4330000000000001,0.0,0.0,0.00589683498733287,0.4363800362714113,71.1634528534539,3.3216363787651064e-06,0.0
gnn-mappo_gat,45,sampled,5,0.452,0.0,0.0,0.03866998388197883,0.2552930436236237,75.0102101033511,6.7052217483520535e-06,0.0
gnn-mappo_gat,45,sampled,6,0.442,0.005,0.0,-0.014616035825297764,0.2848254491602469,76.29281925790856,4.184153723716736e-06,0.0
gnn-mappo_gat,45,sampled,7,0.44,0.0,0.0,-0.043755085792484646,0.27540104478610095,72.74675392414638,8.399402642250062e-06,0.0
gnn-mappo_gat,45,sampled,8,0.45000000000000007,0.0,0.0,-0.017924280289924235,0.14728120090175872,76.41339195148818,6.115889596939087e-06,0.0
gnn-mappo_gat,45,sampled,9,0.45,0.005,0.0,0.01369750021457498,0.4213450753557999,58.204749112664274,3.003152227401735e-06,0.0
gnn-mappo_gat,46,greedy,0,1.0,1.0,0.0,1.0,0.999999999999998,56.0917225173564,1.93595,0.0
gnn-mappo_gat,46,greedy,1,0.9990000000000001,0.995,0.0,0.994306411680143,0.99946983121424,60.13946061517117,1.657579,0.0
gnn-mappo_gat,46,greedy,2,1.0,1.0,0.0,0.9999999999999998,1.0,75.7801324448396,1.94,0.0
gnn-mappo_gat,46,greedy,3,1.0,1.0,0.0,0.9999999999999998,0.9999999999999977,76.36596015142518,1.94,0.0
gnn-mappo_gat,46,greedy,4,1.0,1.0,0.0,0.9999999999999998,0.9999999999999994,74.85409699400047,1.945,0.0
gnn-mappo_gat,46,greedy,5,1.0,1.0,0.0,0.9999999999999998,1.0,76.84992,1.935,0.0
gnn-mappo_gat,46,greedy,6,1.0,1.0,0.0,0.9999999999999998,0.9999999999999988,77.03168,1.942,0.0
gnn-mappo_gat,46,greedy,7,1.0,1.0,0.0,1.0,0.9999967404339074,68.84876351193581,3.838074111938476e-05,0.0
gnn-mappo_gat,46,greedy,8,1.0,1.0,0.0,0.9999999999999998,0.9999999999999979,76.77312,1.94095,0.0
gnn-mappo_gat,46,greedy,9,1.0,1.0,0.0,1.0,1.0,51.35741122589573,1.929,0.0
gnn-mappo_gat,46,sampled,0,0.36700000000000005,0.0,0.0,-0.018751159913556144,0.3436223480841843,61.48409482573681,5.276060509681702e-06,0.0
gnn-mappo_gat,46,sampled,1,0.35800000000000004,0.0,0.0,0.0026036353317295175,0.20574809549940837,64.99592818445505,5.9799707889556885e-06,0.0
gnn-mappo_gat,46,sampled,2,0.369,0.0,0.0,-0.04975444310224387,0.0646470517617828,75.88778765637566,4.4215925693511966e-06,0.0
gnn-mappo_gat,46,sampled,3,0.363,0.005,0.0,-0.01844617756274945,0.4175740765957963,74.84789437341843,4.078594577312471e-06,0.0
gnn-mappo_gat,46,sampled,4,0.365,0.0,0.0,0.08781254205815357,0.45369158945296384,73.02687758303722,3.6930612921714785e-06,0.0
gnn-mappo_gat,46,sampled,5,0.366,0.0,0.0,-0.00716887252450521,0.23408291275476462,76.48936166407245,7.2056258440017705e-06,0.0
gnn-mappo_gat,46,sampled,6,0.371,0.0,0.0,-0.022102536552696294,0.33515120247496955,77.03168000000001,5.029178857803345e-06,0.0
gnn-mappo_gat,46,sampled,7,0.34700000000000003,0.0,0.0,-0.028346981384829422,0.30317765998321194,72.02120632089067,9.224853754043578e-06,0.0
gnn-mappo_gat,46,sampled,8,0.36800000000000005,0.0,0.0,-0.013104743061173662,0.14646532841584065,76.76930932199897,6.7344846248626715e-06,0.0
gnn-mappo_gat,46,sampled,9,0.342,0.0,0.0,-0.023225385167849916,0.4718751278588895,53.25169907782008,5.651200747489929e-06,0.0
gnn-mappo_gat,47,greedy,0,1.0,1.0,0.0,0.9999999999999998,1.0,63.13540013633421,1.942,0.0
gnn-mappo_gat,47,greedy,1,1.0,1.0,0.0,0.9999999999999998,1.0,63.03082489242722,1.41533575,0.0
gnn-mappo_gat,47,greedy,2,1.0,1.0,0.0,0.9999999999999998,1.0,75.1858778523164,1.93695,0.0
gnn-mappo_gat,47,greedy,3,1.0,1.0,0.0,0.9999999999999998,1.0,75.7019330417683,1.935,0.0
gnn-mappo_gat,47,greedy,4,1.0,1.0,0.0,0.9999999999999998,1.0,74.32172168692341,1.94195,0.0
gnn-mappo_gat,47,greedy,5,1.0,1.0,0.0,0.9999999999999998,1.0,76.84992,1.932,0.0
gnn-mappo_gat,47,greedy,6,1.0,1.0,0.0,0.9999999999999998,1.0,77.03168,1.93695,0.0
gnn-mappo_gat,47,greedy,7,1.0,1.0,0.0,0.9999999999999998,1.0,67.76730716454166,1.937,0.0
gnn-mappo_gat,47,greedy,8,1.0,1.0,0.0,0.9999999999999998,1.0,76.77312,1.94,0.0
gnn-mappo_gat,47,greedy,9,1.0,1.0,0.0,0.9999999999999998,1.0,52.247290736251415,1.942,0.0
gnn-mappo_gat,47,sampled,0,0.44500000000000006,0.0,0.0,-0.05458836339400658,0.34849269452018533,62.888284222646895,5.1217264652252195e-06,0.0
gnn-mappo_gat,47,sampled,1,0.44,0.005,0.0,-0.02727545119782579,0.21487498162154864,65.26787320309015,5.9787339925765996e-06,0.0
gnn-mappo_gat,47,sampled,2,0.44900000000000007,0.005,0.0,-0.0010589897290182865,0.12081835254517644,75.60089816599563,5.611788702011109e-06,0.0
gnn-mappo_gat,47,sampled,3,0.43200000000000005,0.0,0.0,-0.025783980234629456,0.4574054161483262,74.17042624040003,5.57053918838501e-06,0.0
gnn-mappo_gat,47,sampled,4,0.43400000000000005,0.0,0.0,0.04044146943256055,0.4776475589121117,73.21119971788914,4.757841968536377e-06,0.0
gnn-mappo_gat,47,sampled,5,0.442,0.0,0.0,0.0024563353777759776,0.2596561656300495,76.57857998854179,8.79076542854309e-06,0.0
gnn-mappo_gat,47,sampled,6,0.44100000000000006,0.005,0.0,-0.00805994326520906,0.32099741269573145,76.97198542089396,5.7392955303192145e-06,0.0
gnn-mappo_gat,47,sampled,7,0.4310000000000001,0.01,0.0,-0.01444833321729327,0.3317480824855238,71.45944360615529,1.0015865135192871e-05,0.0
gnn-mappo_gat,47,sampled,8,0.4260000000000001,0.005,0.0,0.0029904519609959346,0.18579103647282785,76.76931332888705,8.265892028808593e-06,0.0
gnn-mappo_gat,47,sampled,9,0.43799999999999994,0.015,0.0,-0.031435419705828915,0.4789670133071291,54.08087181813511,5.332343244552612e-06,0.0
gnn-mappo_gat,48,greedy,0,1.0,1.0,1.0,,,0.00020701223452085533,1.938,0.0
gnn-mappo_gat,48,greedy,1,1.0,1.0,1.0,,,0.0002049839756065497,1.7201685,0.0
gnn-mappo_gat,48,greedy,2,1.0,1.0,1.0,,,0.0001999474416383036,1.935,0.0
gnn-mappo_gat,48,greedy,3,1.0,1.0,1.0,,,0.00020117959056390974,1.92995,0.0
gnn-mappo_gat,48,greedy,4,1.0,1.0,1.0,,,0.00020166144801021845,1.932,0.0
gnn-mappo_gat,48,greedy,5,1.0,1.0,1.0,,,0.00019953999366633475,1.929,0.0
gnn-mappo_gat,48,greedy,6,1.0,1.0,1.0,,,0.0002026514995777966,1.9339,0.0
gnn-mappo_gat,48,greedy,7,1.0,1.0,1.0,,,0.0002043016479285881,1.93595,0.0
gnn-mappo_gat,48,greedy,8,1.0,1.0,1.0,,,0.0002092831396809962,1.9389,0.0
gnn-mappo_gat,48,greedy,9,1.0,1.0,1.0,,,0.0001954825702449882,1.934,0.0
gnn-mappo_gat,48,sampled,0,0.40900000000000003,0.005,0.0,0.017062299062298995,0.48762671386020096,64.69294461931807,2.766795647144318e-06,0.0
gnn-mappo_gat,48,sampled,1,0.3990000000000001,0.0,0.0,-0.017881141897672193,0.21717690965111366,71.35692340147682,4.9030959606170655e-06,0.0
gnn-mappo_gat,48,sampled,2,0.4,0.0,0.0,-0.022439009659752613,0.08905489272410023,75.82677023313495,4.226393246650696e-06,0.0
gnn-mappo_gat,48,sampled,3,0.405,0.005,0.0,0.022879135394817653,0.5751561524524755,74.36434987359998,4.076674067974091e-06,0.0
gnn-mappo_gat,48,sampled,4,0.38900000000000007,0.0,0.0,0.027167069052953914,0.4899831404969639,73.68827326192672,3.586297631263733e-06,0.0
gnn-mappo_gat,48,sampled,5,0.405,0.0,0.0,-0.0034118452556749085,0.2262931532546805,76.34048163317874,7.089479970932008e-06,0.0
gnn-mappo_gat,48,sampled,6,0.3940000000000001,0.0,0.0,-0.020091467960175503,0.28904198438012363,76.94146717475883,4.237526297569275e-06,0.0
gnn-mappo_gat,48,sampled,7,0.38500000000000006,0.0,0.0,-0.031083965676915064,0.2838363045919633,75.79765894034193,5.7520804882049615e-06,0.0
gnn-mappo_gat,48,sampled,8,0.4,0.0,0.0,-0.022568328913660847,0.12473208539604205,76.70453221043763,6.594900774955749e-06,0.0
gnn-mappo_gat,48,sampled,9,0.403,0.0,0.0,0.002257024129583818,0.46069998275562807,57.00438455237864,1.8119660496711736e-06,0.0
gnn-mappo_gat,49,greedy,0,1.0,1.0,1.0,,,61.33504098260345,1.939,0.0
gnn-mappo_gat,49,greedy,1,1.0,1.0,1.0,,,62.98341320737142,1.587185,0.0
gnn-mappo_gat,49,greedy,2,1.0,1.0,0.0,1.0,0.999977765555137,70.54875951926404,1.93395,0.0
gnn-mappo_gat,49,greedy,3,0.99,0.975,0.0,0.9651547368409137,0.9995955377037721,72.89399855833851,1.925,0.0
gnn-mappo_gat,49,greedy,4,0.9990000000000001,0.995,0.0,0.9989076222223161,0.9986086676345953,70.74069666628264,1.9339,0.0
gnn-mappo_gat,49,greedy,5,1.0,1.0,0.0,1.0,0.9999436311862601,68.06449100218943,1.92,0.0
gnn-mappo_gat,49,greedy,6,1.0,1.0,0.0,1.0,0.9997647876053666,69.64591997030588,1.925,0.0
gnn-mappo_gat,49,greedy,7,1.0,1.0,0.0,0.9999999999999998,0.9999999999999982,64.65620321812204,1.937,0.0
gnn-mappo_gat,49,greedy,8,0.998,0.995,0.0,0.999915969188901,0.9978642276112957,67.6952303349438,1.93295,0.0
gnn-mappo_gat,49,greedy,9,1.0,1.0,1.0,,,51.99782204056941,1.934,0.0
gnn-mappo_gat,49,sampled,0,0.365,0.0,0.0,-0.022652528869240313,0.33230824099499084,61.842297238946955,5.4996872425079345e-06,0.0
gnn-mappo_gat,49,sampled,1,0.37,0.0,0.0,-0.03316504031260624,0.20621841576845243,64.08831667119689,6.273563575744629e-06,0.0
gnn-mappo_gat,49,sampled,2,0.35900000000000004,0.0,0.0,-0.01645113535841114,0.12235087858319749,76.06593029114633,5.3270787000656125e-06,0.0
gnn-mappo_gat,49,sampled,3,0.345,0.0,0.0,-0.023041313295408004,0.43562571480767,74.54839718062291,5.754305744171143e-06,0.0
gnn-mappo_gat,49,sampled,4,0.341,0.0,0.0,0.04314945640583549,0.4807059250562292,73.16369582868712,3.885294187068939e-06,0.0
gnn-mappo_gat,49,sampled,5,0.37,0.0,0.0,-0.004800014723019846,0.22835541185280944,76.61216219180619,8.12617039680481e-06,0.0
gnn-mappo_gat,49,sampled,6,0.35700000000000004,0.0,0.0,-0.019673416260148013,0.31216037985790984,76.8882941398568,5.028619313240051e-06,0.0
gnn-mappo_gat,49,sampled,7,0.34900000000000003,0.0,0.0,-0.026683716550593095,0.32184795982018144,69.19672072650027,9.363365077972412e-06,0.0
gnn-mappo_gat,49,sampled,8,0.38100000000000006,0.0,0.0,-0.005190591280818764,0.12885881255056925,76.76977542434635,8.33492639064789e-06,0.0
gnn-mappo_gat,49,sampled,9,0.37300000000000005,0.0,0.0,-0.026145605215011795,0.4983670315184667,53.025318698862534,5.6167567491531375e-06,0.0
gnn-mappo_gat,50,greedy,0,1.0,1.0,1.0,,,63.88680732866877,1.616525375,0.0
gnn-mappo_gat,50,greedy,1,1.0,1.0,1.0,,,63.044344974072956,1.180354,0.0
gnn-mappo_gat,50,greedy,2,1.0,1.0,1.0,,,75.84413225228205,1.94,0.0
gnn-mappo_gat,50,greedy,3,1.0,1.0,1.0,,,76.41713623314114,1.94,0.0
gnn-mappo_gat,50,greedy,4,1.0,1.0,1.0,,,74.91809678873588,1.945,0.0
gnn-mappo_gat,50,greedy,5,1.0,1.0,1.0,,,76.84992,1.935,0.0
gnn-mappo_gat,50,greedy,6,1.0,1.0,1.0,,,77.03168,1.942,0.0
gnn-mappo_gat,50,greedy,7,1.0,1.0,1.0,,,68.67752688713009,1.937,0.0
gnn-mappo_gat,50,greedy,8,1.0,1.0,1.0,,,76.77312,1.94095,0.0
gnn-mappo_gat,50,greedy,9,1.0,1.0,1.0,,,52.338569830043575,1.548712375,0.0
gnn-mappo_gat,50,sampled,0,0.4640000000000001,0.01,0.0,0.0031994780622771586,0.3802282657261162,64.56083507375924,0.5670931781249999,0.0
gnn-mappo_gat,50,sampled,1,0.47300000000000003,0.005,0.0,0.0070952274933668655,0.20944193796462357,70.0043805602586,0.552859484375,0.0
gnn-mappo_gat,50,sampled,2,0.48300000000000004,0.0,0.0,0.001503050357325355,0.1436495781336233,75.83373575199937,1.89365,0.0
gnn-mappo_gat,50,sampled,3,0.47,0.005,0.0,-0.013801945487427792,0.4523532865328443,75.54879256375922,1.9168,0.0
gnn-mappo_gat,50,sampled,4,0.467,0.015,0.0,0.02907680046362855,0.5292021373906242,75.8775333791566,1.91095,0.0
gnn-mappo_gat,50,sampled,5,0.461,0.0,0.0,0.015694759467185564,0.32674926664193926,76.68992008845025,1.9229,0.0
gnn-mappo_gat,50,sampled,6,0.455,0.0,0.0,-0.03083754152007311,0.2668424177006665,76.99937095955177,1.927,0.0
gnn-mappo_gat,50,sampled,7,0.462,0.005,0.0,-0.04571082264682587,0.25735710391628497,74.09006513582547,1.2986382625,0.0
gnn-mappo_gat,50,sampled,8,0.4750000000000001,0.0,0.0,-0.002699762490566799,0.18672756215747813,76.70272001393859,1.935,0.0
gnn-mappo_gat,50,sampled,9,0.46,0.005,0.0,-0.0037063187739957574,0.5401271801059992,54.781358028115044,0.55516553125,0.0
gnn-mappo_gat,51,greedy,0,1.0,1.0,0.0,0.9999999999999998,0.9999999999999984,61.351082956014885,1.93795,0.0
gnn-mappo_gat,51,greedy,1,1.0,1.0,0.0,0.9999999999999998,0.9999999999999982,62.98372615480172,1.587185,0.0
gnn-mappo_gat,51,greedy,2,1.0,1.0,0.0,0.9999999999999998,0.9999999999999991,71.88938562463042,1.93295,0.0
gnn-mappo_gat,51,greedy,3,1.0,1.0,0.0,0.9999999999999998,0.9999999999999988,73.96638093213267,1.92895,0.0
gnn-mappo_gat,51,greedy,4,1.0,1.0,0.0,0.9999999999999998,0.9999999999999976,72.88942560519065,1.932,0.0
gnn-mappo_gat,51,greedy,5,1.0,1.0,1.0,,,76.84992,1.92995,0.0
gnn-mappo_gat,51,greedy,6,1.0,1.0,0.0,0.9999999999999998,0.9999999999999973,77.03168,1.93095,0.0
gnn-mappo_gat,51,greedy,7,1.0,1.0,1.0,,,65.54040045216578,1.937,0.0
gnn-mappo_gat,51,greedy,8,1.0,1.0,0.0,0.9999999999999998,0.9999999999999971,76.77312,1.93695,0.0
gnn-mappo_gat,51,greedy,9,1.0,1.0,0.0,0.9999999999999998,0.9999999999999982,51.99989875378075,1.932,0.0
gnn-mappo_gat,51,sampled,0,0.403,0.0,0.0,0.00734634850858122,0.4462114212055261,62.84006636166347,2.720171093940735e-06,0.0
gnn-mappo_gat,51,sampled,1,0.4010000000000001,0.005,0.0,0.0007900529285807936,0.22498626319336962,66.87826120531783,4.831791424751284e-06,0.0
gnn-mappo_gat,51,sampled,2,0.4010000000000001,0.005,0.0,-0.0029499943434952653,0.12963402643348337,76.18487542468658,3.595899426937103e-06,0.0
gnn-mappo_gat,51,sampled,3,0.40800000000000003,0.0,0.0,0.00465549626434351,0.48516702069887635,74.11751796173205,3.4467450261116026e-06,0.0
gnn-mappo_gat,51,sampled,4,0.402,0.0,0.0,0.05512779772464792,0.4591936667835048,72.52579052192166,3.7279082179069516e-06,0.0
gnn-mappo_gat,51,sampled,5,0.392,0.0,0.0,-0.006362864058514345,0.3008879682131741,76.55120555696311,5.988187766075135e-06,0.0
gnn-mappo_gat,51,sampled,6,0.4,0.005,0.0,-0.022427056416284046,0.2820041146289544,76.56965428303789,4.557751369476319e-06,0.0
gnn-mappo_gat,51,sampled,7,0.40800000000000003,0.0,0.0,-0.01795173675538435,0.2949731819697049,72.08502266744469,3.3772393226623545e-06,0.0
gnn-mappo_gat,51,sampled,8,0.38400000000000006,0.005,0.0,-0.015976914156255972,0.1309965077926582,76.76932936256155,6.53547887802124e-06,0.0
gnn-mappo_gat,51,sampled,9,0.3940000000000001,0.0,0.0,-0.03202014124748856,0.5061483128479691,54.06095143711984,3.6610225439071663e-06,0.0
gnn-mappo_gat,52,greedy,0,1.0,1.0,1.0,,,0.00020701223452085533,1.938,0.0
gnn-mappo_gat,52,greedy,1,1.0,1.0,1.0,,,0.0002049839756065497,1.7201685,0.0
gnn-mappo_gat,52,greedy,2,1.0,1.0,1.0,,,0.0001999474416383036,1.935,0.0
gnn-mappo_gat,52,greedy,3,1.0,1.0,1.0,,,0.00020117959056390974,1.92995,0.0
gnn-mappo_gat,52,greedy,4,1.0,1.0,1.0,,,0.00020166144801021845,1.932,0.0
gnn-mappo_gat,52,greedy,5,1.0,1.0,1.0,,,0.00019953999366633475,1.929,0.0
gnn-mappo_gat,52,greedy,6,1.0,1.0,1.0,,,0.0002026514995777966,1.9339,0.0
gnn-mappo_gat,52,greedy,7,1.0,1.0,1.0,,,0.0002043016479285881,1.93595,0.0
gnn-mappo_gat,52,greedy,8,1.0,1.0,1.0,,,0.0002092831396809962,1.9389,0.0
gnn-mappo_gat,52,greedy,9,1.0,1.0,1.0,,,0.0001954825702449882,1.934,0.0
