step,episode,ep_reward,loss
586751,2933,184.1853,
587263,2936,-286.3207,
587775,2938,-650.7669,
588287,2941,56.627,
588799,2944,48.2339,
589311,2946,-39.5117,
589823,2949,-404.4057,
590335,2951,-339.7911,
590847,2954,-35.076,
591359,2956,-221.8961,
591871,2959,-445.3269,
592383,2961,-30.4499,
592895,2964,5.5311,
593407,2967,-284.4419,
593919,2969,25.1734,
594431,2972,-5.6386,
594943,2974,88.0519,
595455,2977,59.4194,
595967,2979,-151.8571,
596479,2982,-161.1437,
596991,2984,-88.114,
597503,2987,-846.0696,
598015,2990,-49.7442,
598527,2992,89.6642,
599039,2995,72.2243,
599551,2997,-94.8756,
600063,3000,132.9535,
600575,3002,70.964,
601087,3005,-34.8375,
601599,3008,-224.1082,
602111,3010,-6.7184,
602623,3013,-391.5275,
603135,3015,-17.0493,
603647,3018,-97.4916,
604159,3020,-10.0418,
604671,3023,-124.1057,
605183,3025,30.7026,
605695,3028,-133.8596,
606207,3031,-52.7468,
606719,3033,-360.7879,
607231,3036,-333.28,
607743,3038,-30.6398,
608255,3041,137.6534,
608767,3043,-369.5989,
609279,3046,-496.5064,
609791,3048,27.3745,
610303,3051,-406.7442,
610815,3054,-342.1711,
611327,3056,-86.0681,
611839,3059,115.4525,
612351,3061,-80.3737,
612863,3064,40.5525,
613375,3066,106.5231,
613887,3069,-383.8824,
614399,3072,-2.6001,
614911,3074,-401.1398,
615423,3077,-66.0756,
615935,3079,30.4196,
616447,3082,-407.5493,
616959,3084,48.031,
617471,3087,-49.7097,
617983,3089,-191.8013,
618495,3092,-100.6789,
619007,3095,-3.3534,
619519,3097,-10.2574,
620031,3100,-222.5335,
620543,3102,-58.3635,
621055,3105,70.228,
621567,3107,-16.4066,
622079,3110,-560.8865,
622591,3112,-1023.6162,
623103,3115,-775.2293,
623615,3118,-44.2124,
624127,3120,28.1531,
624639,3123,-206.3739,
625151,3125,-363.6809,
625663,3128,-191.8062,
626175,3130,-231.2598,
626687,3133,-28.5866,
627199,3136,-27.0992,
627711,3138,-91.6537,
628223,3141,-461.2821,
628735,3143,97.6204,
629247,3146,-6.6893,
629759,3148,65.2748,
630271,3151,-102.6324,
630783,3153,184.3882,
631295,3156,21.0387,
631807,3159,-33.2516,
632319,3161,-41.431,
632831,3164,-115.6653,
633343,3166,-289.0988,
633855,3169,-6.7276,
634367,3171,-382.4483,
634879,3174,-80.6614,
635391,3176,-49.3519,
635903,3179,191.39,
636415,3182,-61.2182,
636927,3184,112.9998,
637439,3187,104.0711,
637951,3189,80.4353,
638463,3192,97.3367,
638975,3194,134.9392,
639487,3197,-39.1178,
639999,3200,-107.1177,
640511,3202,48.4624,
641023,3205,102.4098,
641535,3207,59.5512,
642047,3210,-374.7078,
642559,3212,-38.5881,
643071,3215,12.6305,
643583,3217,2.1442,
644095,3220,-42.1298,
644607,3223,55.2774,
645119,3225,84.7982,
645631,3228,250.5325,
646143,3230,-63.543,
646655,3233,107.4623,
647167,3235,260.8765,
647679,3238,88.9946,
648191,3240,7.153,
648703,3243,19.901,
649215,3246,-7.333,
649727,3248,-56.1019,
650239,3251,107.4051,
650751,3253,-64.3672,
651263,3256,-19.0088,
651775,3258,33.7606,
652287,3261,-39.3893,
652799,3264,-27.0089,
653311,3266,-27.4786,
653823,3269,-8.4213,
654335,3271,-477.8208,
654847,3274,-86.2193,
655359,3276,-578.3261,
655871,3279,87.3513,
656383,3281,-298.9229,
656895,3284,-181.0436,
657407,3287,75.7609,
657919,3289,-215.8737,
658431,3292,-105.6597,
658943,3294,104.4425,
659455,3297,-37.1502,
659967,3299,-289.0321,
660479,3302,-310.7452,
660991,3304,-0.8128,
661503,3307,-446.6489,
662015,3310,-393.251,
662527,3312,-176.0047,
663039,3315,-14.12,
663551,3317,-135.8904,
664063,3320,-31.738,
664575,3322,-2.7546,
665087,3325,-24.9155,
665599,3328,-417.2653,
666111,3330,-44.9331,
666623,3333,-469.2847,
667135,3335,34.7773,
667647,3338,-2.3321,
668159,3340,65.0583,
668671,3343,15.9528,
669183,3345,-17.3011,
669695,3348,-215.6111,
670207,3351,-299.4812,
670719,3353,-58.4086,
671231,3356,-55.5322,
671743,3358,-35.2525,
672255,3361,-4.1409,
672767,3363,-68.3629,
673279,3366,-540.63,
673791,3368,-379.5811,
674303,3371,-320.6632,
674815,3374,-409.0727,
675327,3376,-19.3556,
675839,3379,-403.0406,
676351,3381,39.4483,
676863,3384,3.6972,
677375,3386,135.0046,
677887,3389,14.2328,
678399,3392,84.0394,
678911,3394,-20.8713,
679423,3397,-416.0525,
679935,3399,-464.0396,
680447,3402,23.5698,
680959,3404,-279.5323,
681471,3407,-249.9204,
681983,3409,-16.8242,
682495,3412,-410.6144,
683007,3415,-61.0202,
683519,3417,-369.0819,
684031,3420,-364.4648,
684543,3422,-7.3537,
685055,3425,-11.9612,
685567,3427,59.6185,
686079,3430,38.3071,
686591,3432,107.4602,
687103,3435,51.9574,
687615,3438,99.2701,
688127,3440,2.4709,
688639,3443,-351.414,
689151,3445,21.8203,
689663,3448,-436.6126,
690175,3450,-185.0627,
690687,3453,126.5146,
691199,3456,24.5447,
691711,3458,-57.0658,
692223,3461,-245.3334,
692735,3463,53.8128,
693247,3466,160.7824,
693759,3468,-323.8605,
694271,3471,45.1608,
694783,3473,121.946,
695295,3476,53.2677,
695807,3479,-40.4002,
696319,3481,-442.7123,
696831,3484,-456.0907,
697343,3486,36.9157,
697855,3489,21.6604,
698367,3491,-382.3286,
698879,3494,-338.3976,
699391,3496,-632.6648,
699903,3499,-598.1131,
700415,3502,-255.9989,
700927,3504,-305.2661,
701439,3507,-517.9544,
701951,3509,-116.0057,
702463,3512,115.6437,
702975,3514,53.2262,
703487,3517,14.4975,
703999,3520,57.8456,
704511,3522,111.2649,
705023,3525,-490.4679,
705535,3527,-270.7208,
706047,3530,15.7352,
706559,3532,-317.9051,
707071,3535,-14.8331,
707583,3537,7.1706,
708095,3540,5.9259,
708607,3543,-369.4845,
709119,3545,77.9239,
709631,3548,-215.5517,
710143,3550,-262.4844,
710655,3553,-471.8425,
711167,3555,10.706,
711679,3558,199.405,
712191,3560,-44.5665,
712703,3563,-40.1889,
713215,3566,4.0928,
713727,3568,-310.3082,
714239,3571,30.3431,
714751,3573,-163.9501,
715263,3576,13.4395,
715775,3578,-165.5204,
716287,3581,18.033,
716799,3584,-5.4209,
717311,3586,22.8229,
717823,3589,-344.3407,
718335,3591,30.0708,
718847,3594,-25.9173,
719359,3596,-99.026,
719871,3599,8.4087,
720383,3601,-48.9515,
720895,3604,-213.9936,
721407,3607,-447.918,
721919,3609,-34.0006,
722431,3612,-13.2292,
722943,3614,-253.6354,
723455,3617,103.9992,
723967,3619,-55.169,
724479,3622,-134.3917,
724991,3624,-590.3688,
725503,3627,-214.1819,
726015,3630,120.0552,
726527,3632,-21.7662,
727039,3635,56.7637,
727551,3637,196.1653,
728063,3640,80.3616,
728575,3642,-26.6217,
729087,3645,-485.0088,
729599,3648,-640.305,
730111,3650,-364.2285,
730623,3653,-81.6639,
731135,3655,-313.2217,
731647,3658,-392.5671,
732159,3660,-100.3357,
732671,3663,27.9574,
733183,3665,-350.9143,
733695,3668,-24.7749,
734207,3671,5.4034,
734719,3673,-262.3799,
735231,3676,-381.5509,
735743,3678,65.8304,
736255,3681,11.6495,
736767,3683,106.5447,
737279,3686,-61.949,
737791,3688,-414.0114,
738303,3691,-466.0616,
738815,3694,9.3452,
739327,3696,-290.3805,
739839,3699,68.0787,
740351,3701,3.3027,
740863,3704,73.2375,
741375,3706,-6.2682,
741887,3709,117.1605,
742399,3712,141.398,
742911,3714,18.9409,
743423,3717,47.2929,
743935,3719,-30.4102,
744447,3722,-76.7046,
744959,3724,-480.0251,
745471,3727,-839.461,
745983,3729,-106.7337,
746495,3732,-153.6442,
747007,3735,-247.752,
