step,episode,ep_reward,loss
568831,2844,-389.801,
569343,2846,-313.4301,
569855,2849,-330.0846,
570367,2851,-449.9286,
570879,2854,-460.9498,
571391,2856,-356.5504,
571903,2859,-572.4933,
572415,2862,-362.0235,
572927,2864,-321.8988,
573439,2867,-425.3499,
573951,2869,-693.051,
574463,2872,-385.5638,
574975,2874,-465.8109,
575487,2877,-324.1776,
575999,2880,-612.2035,
576511,2882,-491.6031,
577023,2885,-460.3205,
577535,2887,-611.5401,
578047,2890,-468.4779,
578559,2892,-311.69,
579071,2895,-458.644,
579583,2897,-495.7105,
580095,2900,-661.9645,
580607,2903,-658.2376,
581119,2905,-386.5069,
581631,2908,-563.0196,
582143,2910,-607.657,
582655,2913,-651.8935,
583167,2915,-295.8734,
583679,2918,-364.2965,
584191,2920,-329.2382,
584703,2923,-498.4763,
585215,2926,-586.5398,
585727,2928,-480.888,
586239,2931,-329.7487,
586751,2933,-294.8948,
587263,2936,-657.6495,
587775,2938,-788.9082,
588287,2941,-335.5493,
588799,2944,-372.1805,
589311,2946,-430.0568,
589823,2949,-671.3996,
590335,2951,-658.5187,
590847,2954,-441.6963,
591359,2956,-541.5101,
591871,2959,-708.6155,
592383,2961,-481.8353,
592895,2964,-383.4731,
593407,2967,-592.7863,
593919,2969,-410.8292,
594431,2972,-452.1665,
594943,2974,-365.205,
595455,2977,-335.899,
595967,2979,-482.4039,
596479,2982,-547.2831,
596991,2984,-435.0535,
597503,2987,-936.3527,
598015,2990,-436.6223,
598527,2992,-389.4992,
599039,2995,-378.3997,
599551,2997,-460.6759,
600063,3000,-362.6264,
600575,3002,-444.2819,
601087,3005,-413.9547,
601599,3008,-558.2816,
602111,3010,-447.6514,
602623,3013,-653.3671,
603135,3015,-397.5691,
603647,3018,-465.358,
604159,3020,-442.4778,
604671,3023,-471.0819,
605183,3025,-382.5237,
605695,3028,-504.4543,
606207,3031,-443.262,
606719,3033,-640.7001,
607231,3036,-637.7052,
607743,3038,-383.6304,
608255,3041,-276.8103,
608767,3043,-605.193,
609279,3046,-699.453,
609791,3048,-369.5167,
610303,3051,-625.5969,
610815,3054,-610.2341,
611327,3056,-463.7803,
611839,3059,-313.111,
612351,3061,-478.7646,
612863,3064,-398.4599,
613375,3066,-286.8172,
613887,3069,-644.7211,
614399,3072,-357.0267,
614911,3074,-662.6478,
615423,3077,-445.2503,
615935,3079,-367.8677,
616447,3082,-649.8314,
616959,3084,-343.6019,
617471,3087,-516.4813,
617983,3089,-629.1529,
618495,3092,-447.4699,
619007,3095,-388.2482,
619519,3097,-362.8361,
620031,3100,-520.2125,
620543,3102,-469.2485,
621055,3105,-369.9035,
621567,3107,-407.4502,
622079,3110,-738.1193,
622591,3112,-1024.0,
623103,3115,-888.033,
623615,3118,-415.1354,
624127,3120,-386.2052,
624639,3123,-547.6147,
625151,3125,-580.9617,
625663,3128,-493.326,
626175,3130,-511.0843,
626687,3133,-385.5172,
627199,3136,-440.9384,
627711,3138,-473.6604,
628223,3141,-719.2038,
628735,3143,-293.6835,
629247,3146,-329.3833,
629759,3148,-360.7781,
630271,3151,-463.6077,
630783,3153,-260.9145,
631295,3156,-421.7819,
631807,3159,-403.9984,
632319,3161,-416.3448,
632831,3164,-494.8079,
633343,3166,-616.8832,
633855,3169,-298.1105,
634367,3171,-640.7703,
634879,3174,-446.0523,
635391,3176,-419.4047,
635903,3179,-216.4304,
636415,3182,-463.7354,
636927,3184,-316.4513,
637439,3187,-362.8827,
637951,3189,-338.9165,
638463,3192,-375.1324,
638975,3194,-280.4132,
639487,3197,-445.6672,
639999,3200,-424.2611,
640511,3202,-328.5679,
641023,3205,-389.8361,
641535,3207,-405.2925,
642047,3210,-594.4518,
642559,3212,-426.7775,
643071,3215,-391.9334,
643583,3217,-389.1246,
644095,3220,-453.2015,
644607,3223,-357.8171,
645119,3225,-305.9837,
645631,3228,-228.2605,
646143,3230,-448.3443,
646655,3233,-365.1903,
647167,3235,-221.7985,
647679,3238,-367.3066,
648191,3240,-442.7651,
648703,3243,-390.8594,
649215,3246,-390.98,
649727,3248,-423.416,
650239,3251,-351.4144,
650751,3253,-386.4953,
651263,3256,-410.8362,
651775,3258,-440.1758,
652287,3261,-411.0152,
652799,3264,-420.5756,
653311,3266,-463.7903,
653823,3269,-406.5631,
654335,3271,-705.8418,
654847,3274,-407.9741,
655359,3276,-787.6398,
655871,3279,-344.132,
656383,3281,-596.6663,
656895,3284,-492.6535,
657407,3287,-336.7038,
657919,3289,-514.7214,
658431,3292,-461.9098,
658943,3294,-348.4999,
659455,3297,-361.4131,
659967,3299,-503.7636,
660479,3302,-566.2457,
660991,3304,-390.9059,
661503,3307,-670.6124,
662015,3310,-642.5767,
662527,3312,-463.2887,
663039,3315,-418.0526,
663551,3317,-512.9629,
664063,3320,-449.7216,
664575,3322,-427.9616,
665087,3325,-427.1179,
665599,3328,-627.753,
666111,3330,-317.3021,
666623,3333,-690.0506,
667135,3335,-354.674,
667647,3338,-398.3838,
668159,3340,-344.9001,
668671,3343,-434.6817,
669183,3345,-358.8894,
669695,3348,-492.5618,
670207,3351,-594.5447,
670719,3353,-435.3761,
671231,3356,-430.4394,
671743,3358,-491.2481,
672255,3361,-385.5746,
672767,3363,-449.6258,
673279,3366,-698.3988,
673791,3368,-593.813,
674303,3371,-591.5837,
674815,3374,-639.6967,
675327,3376,-435.2451,
675839,3379,-636.8063,
676351,3381,-359.766,
676863,3384,-400.3762,
677375,3386,-270.4677,
677887,3389,-396.9402,
678399,3392,-291.0685,
678911,3394,-381.873,
679423,3397,-678.8494,
679935,3399,-727.1808,
680447,3402,-367.655,
680959,3404,-628.0627,
681471,3407,-634.1857,
681983,3409,-445.686,
682495,3412,-635.2535,
683007,3415,-481.7873,
683519,3417,-631.4331,
684031,3420,-624.2651,
684543,3422,-409.4659,
685055,3425,-404.8769,
685567,3427,-374.4609,
686079,3430,-378.4333,
686591,3432,-313.3013,
687103,3435,-327.7063,
687615,3438,-301.7086,
688127,3440,-406.545,
688639,3443,-578.5432,
689151,3445,-365.3664,
689663,3448,-700.0331,
690175,3450,-492.6428,
690687,3453,-392.2857,
691199,3456,-364.6725,
691711,3458,-432.7054,
692223,3461,-563.6816,
692735,3463,-362.288,
693247,3466,-298.7973,
693759,3468,-599.7879,
694271,3471,-322.4813,
694783,3473,-304.0057,
695295,3476,-387.7587,
695807,3479,-478.1258,
696319,3481,-666.8668,
696831,3484,-681.7326,
697343,3486,-403.3804,
697855,3489,-375.6394,
698367,3491,-610.2763,
698879,3494,-596.4571,
699391,3496,-787.7696,
699903,3499,-773.2079,
700415,3502,-556.0088,
700927,3504,-554.4225,
701439,3507,-701.0507,
701951,3509,-519.3268,
702463,3512,-292.6653,
702975,3514,-407.3906,
703487,3517,-415.0912,
703999,3520,-382.4633,
704511,3522,-312.0341,
705023,3525,-698.8793,
705535,3527,-560.7412,
706047,3530,-383.0631,
706559,3532,-622.3571,
707071,3535,-394.7223,
707583,3537,-413.1607,
708095,3540,-453.1575,
708607,3543,-666.5118,
709119,3545,-399.0662,
709631,3548,-528.8983,
710143,3550,-526.4685,
710655,3553,-707.6771,
711167,3555,-375.6459,
711679,3558,-241.5386,
712191,3560,-401.7701,
712703,3563,-404.9707,
713215,3566,-410.931,
713727,3568,-577.1923,
714239,3571,-351.7062,
714751,3573,-526.4446,
715263,3576,-395.9545,
715775,3578,-502.1095,
716287,3581,-345.3015,
716799,3584,-448.7879,
717311,3586,-326.4737,
717823,3589,-578.48,
718335,3591,-414.141,
718847,3594,-456.1457,
719359,3596,-479.8879,
719871,3599,-392.325,
720383,3601,-415.8806,
720895,3604,-559.2569,
721407,3607,-651.8157,
721919,3609,-423.5362,
722431,3612,-382.9597,
722943,3614,-555.2625,
723455,3617,-382.3877,
723967,3619,-418.7289,
724479,3622,-520.1395,
724991,3624,-788.6083,
725503,3627,-514.4649,
726015,3630,-319.7606,
726527,3632,-379.1203,
727039,3635,-345.1813,
727551,3637,-282.4674,
728063,3640,-326.418,
728575,3642,-448.3927,
729087,3645,-681.9371,
729599,3648,-786.2009,
730111,3650,-619.795,
730623,3653,-472.6724,
731135,3655,-586.0393,
731647,3658,-615.3414,
732159,3660,-451.8652,
732671,3663,-395.8181,
733183,3665,-602.3152,
733695,3668,-415.8,
734207,3671,-410.0075,
734719,3673,-512.188,
735231,3676,-622.7716,
735743,3678,-411.8273,
736255,3681,-410.131,
736767,3683,-374.1615,
737279,3686,-440.4447,
737791,3688,-629.0044,
738303,3691,-691.3382,
738815,3694,-409.6674,
739327,3696,-593.4723,
739839,3699,-316.5015,
740351,3701,-423.0965,
740863,3704,-381.9928,
741375,3706,-404.1777,
741887,3709,-373.8973,
742399,3712,-347.7627,
742911,3714,-389.6511,
743423,3717,-351.8325,
743935,3719,-453.3375,
744447,3722,-423.0874,
744959,3724,-676.8968,
745471,3727,-888.7728,
745983,3729,-489.1741,
746495,3732,-501.3746,
747007,3735,-530.1421,
747519,3737,-558.2088,
748031,3740,-362.4796,
748543,3742,-346.6073,
749055,3745,-413.5101,
749567,3747,-429.24,
750079,3750,-371.3394,
750591,3752,-402.8902,
751103,3755,-357.0573,
751615,3758,-494.8324,
752127,3760,-660.8037,
752639,3763,-644.7085,
753151,3765,-481.9597,
753663,3768,-377.2329,
754175,3770,-444.9035,
754687,3773,-625.1326,
755199,3776,-373.5579,
755711,3778,-319.3231,
756223,3781,-515.0926,
756735,3783,-379.5506,
757247,3786,-640.6736,
757759,3788,-363.0059,
758271,3791,-647.0298,
758783,3793,-404.7929,
759295,3796,-433.2968,
759807,3799,-774.2219,
760319,3801,-413.0642,
760831,3804,-404.5006,
761343,3806,-453.6734,
761855,3809,-388.0372,
762367,3811,-607.7628,
762879,3814,-309.2229,
763391,3816,-384.1691,
763903,3819,-368.8884,
764415,3822,-459.3168,
764927,3824,-712.9344,
765439,3827,-714.5598,
765951,3829,-425.122,
766463,3832,-416.4236,
766975,3834,-590.9835,
767487,3837,-425.6744,
767999,3840,-399.7298,
768511,3842,-391.3159,
769023,3845,-624.7418,
769535,3847,-339.5515,
770047,3850,-376.2795,
770559,3852,-625.8836,
771071,3855,-884.6728,
771583,3857,-410.0934,
