step,episode,ep_reward,loss
395775,1978,-466.3909,
396287,1981,-810.355,
396799,1984,-573.4472,
397311,1986,-670.9547,
397823,1989,-741.9846,
398335,1991,-678.5708,
398847,1994,-630.138,
399359,1996,-559.0943,
399871,1999,-428.2342,
400383,2001,-354.3651,
400895,2004,-744.0175,
401407,2007,-1017.1112,
401919,2009,-470.2603,
402431,2012,-403.3899,
402943,2014,-356.7738,
403455,2017,-503.2589,
403967,2019,-746.285,
404479,2022,-358.3062,
404991,2024,-497.7925,
405503,2027,-420.6587,
406015,2030,-330.2537,
406527,2032,-310.5042,
407039,2035,-526.0244,
407551,2037,-418.315,
408063,2040,-318.0805,
408575,2042,-649.2046,
409087,2045,-400.2487,
409599,2048,-528.6455,
410111,2050,-347.5046,
410623,2053,-300.7,
411135,2055,-422.6365,
411647,2058,-420.0365,
412159,2060,-370.9945,
412671,2063,-510.3468,
413183,2065,-592.4355,
413695,2068,-380.8906,
414207,2071,-425.2243,
414719,2073,-399.0349,
415231,2076,-699.5622,
415743,2078,-478.7792,
416255,2081,-530.5855,
416767,2083,-308.5042,
417279,2086,-542.4374,
417791,2088,-328.3188,
418303,2091,-379.3513,
418815,2094,-676.1672,
419327,2096,-324.4671,
419839,2099,-656.78,
420351,2101,-354.6525,
420863,2104,-375.2306,
421375,2106,-306.664,
421887,2109,-381.8316,
422399,2112,-426.2103,
422911,2114,-499.317,
423423,2117,-683.447,
423935,2119,-424.9965,
424447,2122,-542.9158,
424959,2124,-413.8548,
425471,2127,-375.4271,
425983,2129,-578.0607,
426495,2132,-429.0325,
427007,2135,-328.3279,
427519,2137,-444.379,
428031,2140,-410.1892,
428543,2142,-605.3776,
429055,2145,-573.2089,
429567,2147,-423.9638,
430079,2150,-350.5269,
430591,2152,-442.9693,
431103,2155,-364.3921,
431615,2158,-548.555,
432127,2160,-389.8075,
432639,2163,-347.7644,
433151,2165,-550.4114,
433663,2168,-378.9329,
434175,2170,-379.3415,
434687,2173,-506.43,
435199,2176,-691.9584,
435711,2178,-383.7979,
436223,2181,-402.0271,
436735,2183,-413.9357,
437247,2186,-350.0361,
437759,2188,-295.0844,
438271,2191,-432.0006,
438783,2193,-289.6525,
439295,2196,-397.5199,
439807,2199,-345.8925,
440319,2201,-476.548,
440831,2204,-434.226,
441343,2206,-337.0035,
441855,2209,-563.2174,
442367,2211,-337.0604,
442879,2214,-395.1898,
443391,2216,-595.4487,
443903,2219,-652.5122,
444415,2222,-428.1169,
444927,2224,-793.7466,
445439,2227,-772.5946,
445951,2229,-628.8536,
446463,2232,-526.6999,
446975,2234,-620.0083,
447487,2237,-349.6709,
447999,2240,-350.8929,
448511,2242,-508.8037,
449023,2245,-468.2311,
449535,2247,-249.0458,
450047,2250,-330.3858,
450559,2252,-384.9931,
451071,2255,-431.6828,
451583,2257,-633.9672,
452095,2260,-425.0611,
452607,2263,-405.32,
453119,2265,-339.9924,
453631,2268,-420.6805,
454143,2270,-568.4524,
454655,2273,-675.2859,
455167,2275,-378.2666,
455679,2278,-675.8171,
456191,2280,-449.197,
456703,2283,-654.1351,
457215,2286,-563.5672,
457727,2288,-599.5484,
458239,2291,-438.4253,
458751,2293,-377.4725,
459263,2296,-550.7941,
459775,2298,-628.4224,
460287,2301,-364.4137,
460799,2304,-334.9256,
461311,2306,-345.8548,
461823,2309,-356.5807,
462335,2311,-388.6519,
462847,2314,-368.2832,
463359,2316,-354.5792,
463871,2319,-511.9571,
464383,2321,-425.6924,
464895,2324,-506.1042,
465407,2327,-426.1583,
465919,2329,-347.9167,
466431,2332,-689.318,
466943,2334,-402.7035,
467455,2337,-485.8635,
467967,2339,-722.6072,
468479,2342,-453.285,
468991,2344,-287.0296,
469503,2347,-603.8764,
470015,2350,-665.1321,
470527,2352,-662.8937,
471039,2355,-422.1805,
471551,2357,-548.1368,
472063,2360,-472.7061,
472575,2362,-685.8811,
473087,2365,-387.6847,
473599,2368,-407.6464,
474111,2370,-385.119,
474623,2373,-377.5478,
475135,2375,-245.138,
475647,2378,-363.0623,
476159,2380,-475.7264,
476671,2383,-319.8201,
477183,2385,-434.591,
477695,2388,-732.1966,
478207,2391,-730.1334,
478719,2393,-456.5994,
479231,2396,-393.8001,
479743,2398,-402.5948,
480255,2401,-386.3317,
480767,2403,-480.6887,
481279,2406,-607.6672,
481791,2408,-526.6125,
482303,2411,-463.9097,
482815,2414,-350.0721,
483327,2416,-531.8285,
483839,2419,-518.6569,
484351,2421,-418.3772,
484863,2424,-461.1471,
485375,2426,-407.0786,
485887,2429,-553.7767,
486399,2432,-423.8557,
486911,2434,-728.5769,
487423,2437,-564.7781,
487935,2439,-361.6233,
488447,2442,-446.4559,
488959,2444,-830.0739,
489471,2447,-713.8849,
489983,2449,-356.5236,
490495,2452,-437.4308,
491007,2455,-668.9236,
491519,2457,-396.114,
492031,2460,-405.282,
492543,2462,-296.1175,
493055,2465,-381.2562,
493567,2467,-418.5124,
494079,2470,-885.2765,
494591,2472,-580.6915,
495103,2475,-319.4518,
495615,2478,-321.1266,
496127,2480,-399.2021,
496639,2483,-447.2601,
497151,2485,-469.4663,
497663,2488,-505.5009,
498175,2490,-439.2654,
498687,2493,-419.3758,
499199,2496,-616.6706,
499711,2498,-575.6587,
500223,2501,-386.0004,
500735,2503,-432.7472,
501247,2506,-646.0648,
501759,2508,-324.6256,
502271,2511,-398.2372,
502783,2513,-311.8355,
503295,2516,-510.8946,
503807,2519,-655.0446,
504319,2521,-275.4309,
504831,2524,-320.4713,
505343,2526,-365.0073,
505855,2529,-394.3562,
506367,2531,-351.3863,
506879,2534,-676.534,
507391,2536,-391.8114,
507903,2539,-337.3875,
508415,2542,-479.0695,
508927,2544,-428.9344,
509439,2547,-312.4788,
509951,2549,-471.4097,
510463,2552,-742.3574,
510975,2554,-558.7384,
511487,2557,-340.7747,
511999,2560,-326.1224,
512511,2562,-624.5304,
513023,2565,-373.7323,
513535,2567,-510.4821,
514047,2570,-663.3524,
514559,2572,-735.3644,
515071,2575,-341.8009,
515583,2577,-628.5595,
516095,2580,-471.9884,
516607,2583,-438.072,
517119,2585,-419.0467,
517631,2588,-458.8956,
518143,2590,-615.456,
518655,2593,-351.0661,
519167,2595,-581.3958,
519679,2598,-542.4921,
520191,2600,-530.012,
520703,2603,-481.5521,
521215,2606,-436.9225,
521727,2608,-494.0892,
522239,2611,-490.3969,
522751,2613,-445.8097,
523263,2616,-675.0076,
523775,2618,-422.5934,
524287,2621,-610.2997,
524799,2624,-632.8676,
525311,2626,-401.4272,
525823,2629,-399.9453,
526335,2631,-429.3841,
526847,2634,-367.92,
527359,2636,-438.5702,
527871,2639,-399.6116,
528383,2641,-402.6495,
528895,2644,-314.8668,
529407,2647,-694.2621,
529919,2649,-623.7706,
530431,2652,-682.9698,
530943,2654,-584.0981,
531455,2657,-380.4663,
531967,2659,-406.8972,
532479,2662,-273.0742,
532991,2664,-588.6532,
533503,2667,-321.9078,
534015,2670,-399.2209,
534527,2672,-426.5991,
535039,2675,-507.6956,
535551,2677,-638.5486,
536063,2680,-335.3131,
536575,2682,-684.8483,
537087,2685,-697.4296,
537599,2688,-452.1028,
538111,2690,-388.7926,
538623,2693,-332.3265,
539135,2695,-542.628,
539647,2698,-535.8292,
540159,2700,-724.0883,
540671,2703,-450.4332,
541183,2705,-341.8181,
541695,2708,-458.7872,
542207,2711,-686.5624,
542719,2713,-309.3947,
543231,2716,-360.2402,
543743,2718,-552.7633,
544255,2721,-664.4074,
544767,2723,-594.3842,
545279,2726,-365.7895,
545791,2728,-446.7106,
546303,2731,-393.2724,
546815,2734,-294.9171,
547327,2736,-387.0007,
547839,2739,-329.4307,
548351,2741,-457.8768,
548863,2744,-341.3463,
549375,2746,-251.3742,
549887,2749,-349.1011,
550399,2752,-591.7384,
550911,2754,-335.654,
551423,2757,-383.9165,
551935,2759,-390.6615,
552447,2762,-451.7546,
552959,2764,-320.0279,
553471,2767,-589.6073,
553983,2769,-297.3414,
554495,2772,-369.422,
555007,2775,-713.2905,
555519,2777,-440.4933,
556031,2780,-678.7348,
556543,2782,-419.6025,
557055,2785,-488.6528,
557567,2787,-366.6283,
558079,2790,-429.2017,
558591,2792,-556.1291,
559103,2795,-753.5483,
559615,2798,-536.4664,
560127,2800,-859.0054,
560639,2803,-379.385,
561151,2805,-421.9535,
561663,2808,-354.5895,
562175,2810,-469.6348,
562687,2813,-377.5886,
563199,2816,-438.7361,
563711,2818,-396.8819,
564223,2821,-423.3021,
564735,2823,-383.445,
565247,2826,-418.5557,
565759,2828,-560.0329,
566271,2831,-487.1584,
566783,2833,-565.2733,
567295,2836,-289.3607,
567807,2839,-476.7721,
568319,2841,-443.0462,
